Time,Alive
0,100
1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,100
9,100
10,100
11,100
12,100
13,100
14,100
15,100
16,100
18,100
19,100
20,100
21,100
22,100
23,100
24,100
25,100
26,100
28,100
29,100
30,100
31,100
32,100
33,100
34,100
35,100
36,100
37,100
39,100
40,100
41,99
42,99
43,99
44,99
45,99
46,98
47,98
48,98
49,96
50,96
52,96
53,96
54,96
55,96
56,96
57,96
58,95
59,95
60,95
61,94
62,94
64,94
65,93
66,93
67,93
68,93
69,93
71,93
72,93
73,93
74,93
75,93
76,93
77,93
78,93
80,93
81,91
82,91
83,89
84,89
85,89
86,88
87,88
89,87
90,87
91,87
92,86
93,86
94,86
96,86
97,86
98,86
99,86
100,86
101,85
102,85
103,85
105,85
106,85
107,85
108,85
109,84
111,84
112,84
113,83
114,83
115,82
116,80
118,80
119,80
120,80
121,80
123,80
124,80
125,80
126,79
128,78
129,78
130,78
131,78
132,77
134,77
135,77
136,77
137,76
138,75
139,74
141,74
142,74
143,74
144,74
146,73
147,72
149,72
150,70
151,70
152,70
154,69
156,68
158,67
159,67
160,67
162,67
163,65
165,65
166,63
167,63
168,63
169,63
170,63
171,62
172,62
173,62
175,62
176,61
178,60
179,59
180,57
181,56
182,55
183,55
185,54
186,54
187,54
189,52
190,52
192,52
193,52
194,52
195,51
196,51
197,50
198,49
200,49
201,49
202,49
203,49
204,49
205,49
206,49
208,48
209,47
210,47
211,47
212,46
214,46
215,45
216,45
217,45
219,45
220,45
221,44
222,44
224,44
225,44
227,44
228,44
230,44
231,44
232,44
234,44
235,44
236,44
237,44
239,44
241,44
243,44
245,44
247,43
248,43
249,43
250,43
251,43
252,43
253,43
254,43
255,43
256,42
257,42
258,42
259,42
260,42
261,42
262,42
263,42
264,42
265,42
266,42
267,42
268,42
269,41
271,40
273,40
275,40
276,39
277,39
278,39
279,39
280,39
281,37
282,37
283,37
284,37
285,37
286,37
287,37
288,36
289,36
290,36
291,36
292,35
293,35
294,35
295,35
296,35
297,35
298,34
299,34
300,34
301,33
302,33
303,33
304,33
305,33
306,33
307,33
308,33
309,33
310,33
311,33
312,33
313,33
314,32
315,32
316,32
317,32
319,32
321,32
322,32
323,32
325,32
326,32
327,32
328,31
329,31
331,31
333,30
334,30
335,30
336,30
337,30
338,29
339,29
340,28
341,28
342,28
343,28
344,28
345,28
346,28
347,28
348,28
349,28
