Time,Sus Amount
0,0
1,168
2,169
3,177
4,214
5,241
6,276
7,306
8,334
9,372
11,397
12,441
13,470
14,491
15,521
16,544
17,563
19,572
20,591
21,602
22,623
23,647
24,676
25,693
26,708
28,729
29,747
30,758
31,785
32,814
33,835
34,843
35,849
36,852
38,866
39,883
40,907
41,928
42,964
44,983
45,987
46,1002
47,1009
49,1028
50,1022
51,1030
52,1022
53,1051
55,1063
56,1075
57,1101
59,1098
60,1112
61,1118
62,1132
63,1158
64,1155
66,1164
67,1172
69,1190
70,1185
71,1207
73,1214
74,1224
76,1242
78,1250
79,1264
81,1272
82,1290
84,1314
85,1329
86,1335
88,1350
89,1359
90,1366
91,1380
92,1407
93,1416
95,1431
96,1448
97,1456
98,1467
100,1476
101,1467
103,1476
104,1480
105,1493
107,1504
108,1515
109,1533
110,1557
111,1566
112,1577
113,1593
114,1603
115,1586
117,1602
119,1602
120,1607
121,1623
122,1635
123,1630
124,1635
126,1648
127,1658
128,1663
130,1674
132,1689
133,1696
134,1705
135,1727
137,1747
138,1768
139,1778
140,1792
142,1814
143,1829
144,1841
145,1850
147,1843
148,1825
150,1833
151,1841
152,1852
153,1873
154,1889
155,1911
157,1933
158,1853
159,1808
161,1815
163,1822
164,1829
165,1833
166,1816
167,1817
168,1784
169,1787
170,1790
171,1798
172,1801
173,1804
174,1810
175,1787
176,1789
177,1764
178,1735
179,1726
180,1729
181,1730
182,1732
183,1742
184,1711
185,1712
186,1677
187,1662
188,1662
189,1635
190,1638
191,1605
192,1588
193,1593
194,1598
195,1598
196,1601
197,1603
198,1603
199,1607
200,1612
201,1613
202,1618
203,1568
204,1542
205,1546
206,1546
207,1550
208,1552
209,1526
210,1531
211,1533
212,1537
213,1507
214,1511
215,1518
216,1484
217,1462
218,1466
219,1469
220,1474
221,1477
222,1479
223,1479
225,1428
226,1430
227,1393
228,1394
229,1394
230,1397
231,1399
232,1399
233,1372
235,1348
236,1350
237,1313
238,1314
239,1293
240,1294
241,1295
242,1298
243,1282
244,1256
245,1230
246,1232
247,1236
248,1210
249,1213
250,1213
251,1216
252,1219
253,1219
254,1219
255,1220
256,1221
257,1224
258,1225
259,1228
260,1228
261,1229
262,1231
263,1233
264,1234
265,1236
266,1237
267,1239
268,1239
269,1240
270,1241
271,1241
272,1217
273,1217
274,1222
275,1187
276,1187
277,1188
278,1190
279,1192
280,1193
281,1160
282,1160
283,1161
284,1132
285,1133
286,1133
287,1134
289,1106
290,1107
291,1107
292,1107
293,1065
294,1067
295,1067
296,1067
297,1067
298,1067
299,1068
300,1068
302,1068
303,1070
304,1070
305,1070
307,1073
308,1074
309,1076
311,1079
312,1082
314,1085
315,1057
316,1058
317,1059
319,1031
321,1035
322,1000
323,979
324,982
325,984
326,986
327,987
329,991
330,992
332,930
333,931
334,931
335,932
336,932
337,932
338,932
339,932
340,934
341,934
342,934
343,935
