Time,Sus Amount
0,0
0,248
2,301
3,329
4,349
5,385
6,404
7,433
8,460
9,487
10,507
12,531
13,553
14,565
15,579
16,596
17,611
18,623
19,644
20,666
21,673
22,688
23,703
25,725
26,743
27,768
28,779
29,787
30,795
31,803
32,817
33,832
34,848
35,866
36,886
37,895
38,905
40,912
41,925
42,943
43,956
44,961
45,991
46,1003
47,1032
48,1059
49,1065
50,1068
51,1089
52,1113
54,1121
55,1129
56,1142
57,1157
58,1176
59,1179
60,1198
61,1237
62,1258
63,1283
65,1296
66,1312
67,1319
68,1329
69,1349
70,1365
71,1382
72,1394
73,1419
75,1436
76,1431
77,1456
78,1479
79,1473
80,1500
82,1514
83,1533
84,1540
85,1528
86,1511
87,1519
89,1513
90,1496
91,1509
92,1527
94,1541
96,1557
97,1586
99,1536
100,1542
101,1529
102,1545
104,1556
106,1565
107,1547
108,1556
109,1564
111,1574
112,1585
113,1598
115,1592
116,1611
117,1631
118,1640
119,1659
120,1669
121,1660
122,1650
124,1668
125,1678
126,1686
127,1692
128,1716
129,1730
130,1740
132,1711
133,1695
134,1704
135,1705
136,1711
138,1678
139,1657
140,1668
142,1672
143,1682
144,1657
145,1662
147,1672
149,1684
151,1697
152,1702
154,1705
156,1710
157,1687
158,1675
159,1644
161,1647
163,1658
164,1662
166,1656
167,1663
169,1615
170,1621
171,1630
173,1602
174,1614
176,1564
178,1578
179,1520
181,1502
182,1475
184,1475
185,1476
186,1417
188,1423
190,1401
192,1360
194,1363
195,1337
196,1342
197,1344
198,1314
199,1315
200,1320
201,1321
202,1291
203,1297
204,1297
205,1298
206,1300
207,1303
208,1278
210,1284
212,1288
214,1292
215,1293
216,1294
217,1299
219,1247
220,1251
221,1253
222,1256
224,1257
225,1264
226,1243
228,1252
229,1229
230,1235
232,1238
234,1239
235,1210
236,1213
237,1213
238,1219
239,1223
240,1209
242,1210
243,1172
244,1174
246,1176
247,1180
248,1161
249,1163
250,1163
251,1164
253,1124
255,1125
257,1133
258,1134
259,1134
260,1135
261,1135
262,1138
263,1082
264,1083
265,1088
266,1093
267,1060
268,1063
269,1064
270,1036
271,1038
272,1041
273,1042
274,1006
275,1006
277,1007
279,1009
280,1010
281,1011
282,1013
284,1016
285,1020
287,1024
288,1028
289,1031
290,1037
292,1011
293,1011
295,1015
296,1016
297,1022
299,1031
300,1033
302,1038
304,1044
305,1046
307,1049
308,1053
309,1056
310,1060
311,1029
312,1031
314,1032
315,1033
316,1034
317,1034
319,1034
321,1035
322,1001
324,1003
326,1005
327,1007
328,1008
329,1008
330,1010
331,1012
333,1012
334,1015
335,1016
336,1023
337,1026
338,1026
340,1028
341,1031
342,1034
343,1039
345,1041
346,1041
347,1045
348,1047
349,1050
350,1035
351,994
352,996
353,972
355,975
356,948
357,949
358,949
360,951
361,952
362,952
363,953
364,910
365,910
366,911
367,911
369,862
370,862
372,863
