Time,Sus Amount
0,0
1,160
2,226
3,229
4,282
5,298
6,315
7,335
8,364
9,399
10,426
12,454
13,488
14,523
15,551
16,583
17,635
18,680
19,701
20,743
21,759
23,777
24,815
25,837
26,864
27,898
28,922
29,949
30,982
31,1009
33,1038
34,1074
35,1112
36,1157
37,1176
38,1204
39,1218
40,1241
41,1275
42,1310
43,1332
44,1351
45,1389
46,1424
47,1431
49,1436
50,1454
51,1451
52,1449
53,1454
54,1458
55,1475
57,1477
58,1472
59,1480
60,1496
61,1511
62,1537
63,1553
65,1542
66,1549
67,1575
68,1586
70,1604
71,1629
72,1612
73,1619
74,1628
75,1647
77,1667
78,1658
80,1672
81,1687
82,1704
83,1723
84,1733
85,1713
87,1722
88,1708
90,1724
91,1729
92,1700
94,1684
95,1689
96,1673
97,1676
98,1685
99,1690
100,1679
102,1691
103,1703
104,1716
106,1732
107,1736
108,1746
109,1758
110,1760
112,1775
113,1792
115,1770
116,1745
117,1728
118,1750
120,1738
121,1743
123,1762
124,1768
125,1773
127,1742
128,1751
129,1764
130,1778
132,1765
133,1770
134,1779
135,1788
136,1763
138,1777
139,1787
140,1758
141,1770
142,1783
143,1791
145,1802
146,1814
147,1826
148,1833
149,1848
151,1860
152,1828
153,1841
154,1850
155,1829
157,1833
159,1841
160,1772
161,1777
162,1784
164,1791
165,1799
166,1812
168,1756
169,1764
170,1771
171,1776
172,1778
174,1781
175,1788
176,1790
177,1795
179,1799
180,1769
182,1778
183,1756
185,1742
186,1744
187,1719
188,1721
189,1721
190,1724
192,1732
193,1737
194,1744
195,1752
196,1759
197,1760
198,1768
199,1731
201,1732
202,1741
203,1744
204,1712
205,1714
207,1693
208,1699
209,1701
211,1675
212,1679
213,1691
215,1694
216,1699
217,1712
218,1712
219,1579
221,1580
222,1581
223,1560
224,1562
225,1563
226,1564
227,1566
228,1566
229,1566
230,1568
231,1568
233,1536
235,1541
236,1547
238,1520
239,1523
240,1525
241,1526
242,1526
243,1528
244,1530
245,1530
246,1531
247,1534
248,1517
249,1520
250,1484
251,1489
252,1492
253,1496
254,1496
255,1497
257,1467
259,1428
261,1399
263,1384
265,1391
267,1364
268,1336
269,1337
270,1340
271,1340
272,1341
273,1341
274,1347
276,1354
277,1355
279,1361
280,1329
282,1329
283,1329
284,1330
285,1331
286,1333
287,1333
288,1334
289,1335
290,1336
291,1298
292,1301
293,1270
294,1225
295,1228
296,1228
297,1230
298,1209
299,1211
300,1211
301,1213
302,1215
303,1215
304,1216
305,1216
306,1216
307,1218
308,1219
309,1223
310,1226
311,1226
312,1226
313,1228
314,1229
315,1230
316,1231
318,1232
319,1234
320,1235
321,1237
322,1238
323,1241
324,1243
325,1244
326,1207
327,1210
328,1210
329,1210
330,1211
331,1211
332,1211
333,1211
334,1211
335,1211
336,1212
337,1212
338,1212
339,1213
340,1213
341,1213
342,1214
343,1215
344,1216
345,1181
346,1183
347,1186
348,1135
349,1138
350,1139
