Time,Sus Amount
0,0
1,169
2,195
3,207
4,274
5,302
6,317
7,342
8,359
9,384
10,416
11,433
13,458
14,477
15,492
16,511
17,538
18,554
19,577
20,594
21,615
22,628
23,642
24,676
25,701
27,725
28,757
29,778
30,809
31,824
32,850
33,863
34,893
36,918
37,931
38,928
39,946
40,962
41,987
42,1010
43,1028
44,1049
45,1070
47,1108
48,1141
49,1173
50,1215
51,1238
52,1257
53,1284
54,1303
55,1322
56,1348
57,1381
58,1406
59,1429
60,1459
62,1497
63,1524
64,1557
65,1572
66,1587
67,1610
68,1643
69,1666
70,1694
71,1723
72,1728
73,1758
74,1790
75,1832
76,1854
77,1867
79,1907
80,1931
81,1961
82,1995
83,2042
84,2083
85,2110
87,2096
88,2127
89,2146
90,2133
91,2148
92,2173
93,2198
95,2241
96,2239
97,2194
98,2231
99,2248
100,2234
102,2236
104,2211
105,2207
106,2213
107,2220
108,2225
109,2230
110,2233
111,2237
112,2245
113,2248
115,2222
116,2227
118,2235
119,2240
120,2245
122,2253
123,2263
124,2241
125,2254
126,2265
128,2279
129,2291
130,2302
131,2273
132,2214
134,2221
135,2236
137,2249
138,2254
140,2267
141,2281
142,2246
143,2215
144,2230
146,2239
147,2255
148,2267
149,2275
150,2203
152,2210
154,2215
155,2206
156,2211
157,2215
158,2217
159,2221
160,2223
161,2226
162,2226
164,2229
165,2241
167,2249
168,2207
169,2205
171,2101
172,2111
174,2114
175,2089
177,1968
179,1974
180,1898
181,1900
182,1867
183,1868
184,1869
185,1873
187,1853
189,1829
190,1833
191,1796
192,1804
193,1809
194,1811
196,1814
197,1799
199,1805
200,1811
201,1815
202,1818
203,1782
204,1783
205,1786
207,1789
209,1794
210,1767
211,1770
212,1776
213,1780
214,1751
215,1724
216,1729
218,1731
219,1735
221,1739
222,1742
223,1683
225,1686
226,1652
228,1654
229,1656
231,1657
232,1661
233,1637
234,1638
235,1638
236,1638
238,1601
239,1603
241,1576
242,1512
244,1514
246,1518
248,1521
249,1523
250,1447
251,1449
252,1451
253,1454
255,1455
256,1455
258,1458
259,1461
260,1465
262,1469
263,1473
264,1475
265,1476
266,1478
267,1456
269,1457
270,1457
271,1461
273,1470
274,1428
276,1434
278,1436
279,1442
281,1447
282,1450
283,1450
284,1453
285,1455
287,1456
288,1457
289,1459
291,1461
292,1462
293,1470
294,1481
295,1489
296,1465
298,1443
299,1446
301,1447
303,1449
304,1407
306,1410
307,1413
308,1414
309,1417
311,1419
312,1428
313,1432
314,1436
315,1442
316,1449
317,1403
319,1405
320,1330
321,1296
322,1242
324,1207
325,1208
326,1209
328,1210
330,1212
331,1213
332,1213
333,1213
334,1216
336,1217
337,1217
339,1218
340,1221
341,1178
342,1178
343,1178
345,1178
347,1183
348,1183
349,1185
350,1188
351,1136
353,1137
354,1137
355,1137
357,1137
358,1139
360,1140
362,1140
363,1142
364,1143
366,1146
367,1146
368,1149
369,1149
370,1151
