Time,Alive
0,100
1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,100
9,100
10,100
11,100
12,100
13,100
14,100
15,100
16,100
17,100
19,100
20,100
21,100
22,100
23,100
24,100
25,100
26,100
27,100
28,100
29,100
30,100
31,100
32,100
34,100
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
45,100
46,100
47,100
48,100
49,99
50,99
51,99
52,99
53,98
54,98
55,98
56,98
58,97
59,96
60,96
61,96
62,96
63,96
64,94
65,94
66,94
68,94
69,93
70,93
71,93
72,93
73,93
74,93
75,93
76,92
77,92
78,91
80,91
81,90
82,89
83,89
84,89
85,89
86,89
88,89
89,89
90,89
91,88
93,88
94,88
95,87
96,87
97,87
99,87
100,87
101,86
102,85
103,85
105,85
106,84
107,84
108,83
110,82
111,81
112,81
113,81
115,81
116,81
118,81
119,81
121,79
122,79
123,79
125,79
127,79
128,79
130,78
131,78
132,78
133,76
134,76
136,76
137,76
138,76
139,76
140,76
141,75
142,74
143,72
145,72
146,71
147,71
148,70
150,69
152,68
153,68
154,67
155,66
156,66
157,64
158,64
159,64
160,64
161,63
162,63
163,63
164,62
166,61
167,59
168,57
169,57
170,56
171,55
172,55
173,53
174,53
175,53
176,53
177,52
178,52
179,52
181,49
182,49
184,49
186,48
187,48
189,48
191,47
192,47
193,45
194,44
196,44
197,44
199,44
200,44
201,43
202,43
204,43
206,43
207,43
208,43
209,43
210,43
212,43
213,43
215,43
216,43
217,43
218,43
220,41
221,41
222,40
223,40
225,40
226,38
227,38
228,38
229,38
230,38
231,38
232,38
234,38
236,37
237,36
238,36
239,36
241,36
242,36
243,36
244,35
245,35
246,35
247,35
248,35
249,35
250,35
251,35
252,35
253,35
254,35
255,35
256,35
257,35
258,35
260,35
262,35
263,33
264,33
265,33
266,33
267,33
268,33
269,33
270,33
271,33
272,33
273,33
274,33
275,33
276,33
277,33
279,33
280,32
281,32
282,31
283,31
284,31
285,30
286,30
287,30
288,30
289,30
290,29
291,29
292,29
293,29
295,29
297,29
298,29
300,29
302,29
303,29
304,29
305,29
306,29
307,29
308,29
309,29
310,28
311,28
312,28
313,28
314,28
315,28
317,28
318,28
320,28
321,28
322,28
323,28
324,28
325,28
326,28
327,28
328,28
329,28
330,28
331,28
332,28
334,28
335,28
336,28
337,28
338,28
340,28
342,28
343,28
344,27
346,27
348,27
349,27
350,27
351,27
352,27
