Time,Sus Amount
0,0
1,0
2,5
3,5
4,5
5,5
6,7
7,7
8,7
9,7
10,9
11,9
12,9
13,9
15,10
16,10
17,11
18,11
19,11
20,11
21,11
22,11
23,11
24,12
25,13
26,16
27,17
29,17
30,17
31,17
32,17
33,17
34,17
35,20
36,20
37,21
38,23
39,24
40,25
41,26
42,28
43,30
44,30
45,30
46,31
47,32
48,32
49,34
51,37
52,43
53,46
54,48
55,53
56,55
57,55
58,55
59,55
60,55
61,57
62,57
63,58
64,58
65,58
66,58
67,58
68,58
69,59
70,59
71,59
72,59
73,60
74,61
75,61
76,62
77,65
78,65
79,65
80,66
81,66
82,66
83,60
84,60
85,61
86,61
87,62
88,63
89,64
90,64
91,64
92,65
93,65
95,66
96,66
97,68
98,69
99,69
100,64
101,66
102,67
103,64
104,65
105,65
106,66
107,66
108,68
109,68
110,68
111,68
112,68
113,68
115,68
116,68
117,68
118,69
119,69
120,69
121,69
122,71
123,71
124,71
125,71
126,72
127,73
128,75
129,76
130,76
131,76
132,76
133,76
134,76
135,77
136,68
137,68
138,68
139,68
140,68
141,68
142,68
143,68
144,68
145,68
146,69
147,69
148,70
149,70
150,70
151,71
152,72
153,72
154,72
155,73
156,73
157,73
158,73
160,73
161,73
162,73
163,73
164,73
165,73
166,67
167,67
168,67
169,67
170,69
171,70
172,71
173,71
174,65
175,65
176,65
177,65
178,57
179,57
180,57
181,57
182,57
183,57
184,57
185,57
186,58
187,50
188,50
189,50
190,50
191,50
192,50
193,50
194,50
195,50
196,50
197,50
198,50
199,50
200,50
201,51
202,52
203,53
204,53
205,53
206,53
207,54
208,55
209,54
210,54
211,54
212,54
213,54
214,54
215,54
216,54
217,54
218,54
219,54
220,54
221,54
222,54
223,54
224,54
225,54
226,54
227,54
228,54
229,54
230,55
231,55
232,55
233,55
234,55
235,55
236,56
237,57
238,51
239,51
240,51
241,51
242,51
243,51
244,43
245,43
246,43
247,43
248,43
249,43
250,43
251,43
252,43
253,43
255,43
256,43
257,43
258,43
259,43
260,43
261,43
262,43
263,43
264,43
265,43
266,43
267,43
268,43
269,43
270,43
271,44
272,44
273,44
274,44
275,44
276,44
277,44
278,44
279,46
280,46
281,46
282,46
283,46
284,46
285,46
286,46
287,46
288,47
289,47
290,47
291,47
292,47
293,47
294,47
295,47
296,47
297,47
298,47
299,47
300,47
301,50
302,50
303,51
304,51
305,51
306,51
307,51
