Time,Sus Amount
0,0
1,0
2,0
3,0
4,0
5,0
7,0
8,0
9,0
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,4
20,4
21,4
22,4
24,4
25,8
26,10
27,10
28,10
29,10
30,11
31,14
32,14
33,14
34,16
35,16
36,16
37,17
38,17
39,17
41,19
42,18
43,19
44,19
45,19
46,19
47,22
48,23
49,23
50,24
52,24
53,24
54,24
55,24
56,25
57,27
58,28
59,28
60,28
61,30
62,30
63,30
65,30
66,30
67,30
68,30
69,30
70,30
71,31
72,31
73,31
74,31
75,32
76,34
77,35
78,35
79,35
80,36
82,36
83,36
84,36
85,38
86,38
87,39
88,39
89,40
90,42
91,43
92,43
93,43
94,44
95,44
96,44
97,44
98,44
99,44
100,44
101,44
102,44
104,44
105,44
106,44
107,44
108,44
109,44
110,44
111,44
112,44
113,45
114,45
115,45
116,47
117,48
118,48
119,48
120,48
121,48
122,48
123,49
124,51
125,53
126,53
127,60
128,60
129,62
130,62
131,63
132,65
133,65
134,65
135,67
136,67
137,68
138,68
140,68
141,69
142,69
143,71
144,71
145,71
146,73
147,73
148,73
149,73
150,73
151,74
152,74
153,75
154,75
155,75
156,75
157,75
158,75
159,67
160,67
161,67
162,67
163,67
164,68
165,57
166,57
167,57
168,57
169,57
170,57
171,57
172,57
173,57
174,57
175,57
176,57
177,58
178,59
179,59
180,59
181,59
182,59
183,59
184,59
185,52
186,52
187,53
188,53
190,53
191,53
192,53
193,53
194,53
195,55
196,55
197,55
198,56
199,56
200,56
201,58
202,58
203,58
204,58
205,58
206,58
207,58
208,58
209,58
210,58
211,59
212,59
213,60
214,60
215,60
216,60
217,60
218,60
219,66
220,67
221,67
222,67
223,67
224,67
225,67
226,67
227,67
228,68
229,63
230,63
231,65
232,65
233,65
234,65
235,65
236,65
237,57
238,57
239,57
240,57
241,57
242,57
243,48
244,48
245,49
246,49
247,49
248,49
249,49
250,42
251,42
252,42
253,42
254,43
255,43
256,43
258,43
259,43
260,43
261,43
262,43
263,43
264,44
265,44
266,44
267,44
268,44
269,41
270,41
271,41
272,41
273,41
274,41
275,42
276,42
277,43
278,43
279,43
280,43
281,44
282,44
283,44
284,44
285,46
286,46
287,46
288,46
289,46
290,46
291,46
292,46
293,46
294,46
295,46
296,47
297,47
298,47
299,39
300,39
301,31
302,31
303,31
304,31
305,31
306,31
307,31
309,31
310,32
311,32
