Time,Sus Amount
0,0
1,618
2,876
3,915
4,936
5,967
6,975
7,991
8,1012
10,1085
11,1206
12,1296
13,1377
15,1454
16,1493
17,1585
18,1658
20,1712
21,1763
22,1799
23,1838
24,1901
25,1973
26,2025
28,2081
29,2135
30,2169
31,2216
33,2266
34,2342
36,2415
37,2460
38,2513
40,2585
41,2628
42,2658
43,2700
44,2758
45,2798
47,2838
48,2884
50,2937
52,3017
53,3063
54,3055
55,3101
56,3148
57,3179
58,3207
59,3240
60,3270
61,3243
62,3267
63,3309
64,3312
65,3335
66,3351
67,3355
68,3376
69,3399
70,3398
71,3419
72,3436
73,3429
74,3425
75,3399
76,3387
77,3399
78,3281
79,3287
80,3246
81,3161
82,3181
83,3187
84,3182
85,3111
86,3125
87,3105
88,3088
89,3100
90,3075
91,3082
92,3051
93,3043
94,2966
95,2892
96,2884
97,2864
98,2823
99,2726
100,2674
101,2682
102,2591
103,2555
104,2524
105,2457
106,2366
107,2376
108,2294
109,2288
110,2205
111,2139
112,2112
113,2050
114,2036
115,1934
116,1895
117,1899
118,1872
119,1801
120,1742
121,1709
122,1575
123,1537
124,1441
125,1407
126,1394
127,1398
128,1299
129,1300
130,1252
131,1191
132,1133
133,1136
134,1112
135,1114
136,1116
137,1087
138,1026
139,975
140,975
141,924
142,924
143,908
144,880
145,858
146,850
147,818
148,819
149,820
150,821
151,806
152,807
153,810
154,813
155,779
156,780
157,749
158,751
159,751
160,741
161,741
162,741
163,741
164,741
165,743
166,743
167,744
168,703
169,630
170,631
171,632
172,633
173,634
174,636
175,636
176,637
177,639
178,640
179,642
180,642
181,643
182,643
183,644
184,645
185,647
186,648
187,649
188,649
189,652
190,652
191,652
192,652
193,654
194,655
195,656
196,657
197,658
198,662
199,662
200,662
201,664
202,666
203,666
204,667
205,667
206,668
207,670
208,670
209,670
210,671
211,671
212,672
213,673
214,674
215,675
216,675
217,676
218,677
219,678
220,678
221,679
222,681
223,682
224,682
225,682
226,685
227,686
228,686
229,686
230,686
231,687
232,688
233,688
234,688
235,689
236,689
237,690
238,691
239,691
240,691
241,693
242,694
243,695
244,695
245,695
246,699
247,701
248,703
249,703
250,703
251,703
252,705
253,706
254,706
255,708
256,709
257,711
258,712
259,712
260,712
261,715
262,717
263,717
264,718
265,718
266,718
267,718
268,718
269,718
270,719
271,719
272,722
273,726
274,729
275,729
276,730
277,733
278,733
279,734
280,734
281,735
282,737
283,737
284,741
285,742
286,743
287,747
288,752
289,754
290,757
291,757
292,758
293,759
294,759
295,761
296,762
297,762
298,765
299,768
300,769
301,769
302,770
303,771
304,771
305,771
306,772
307,772
308,773
309,773
310,773
