Time,Sus Amount
0,0
1,660
2,874
3,950
4,1043
5,1131
6,1169
8,1201
9,1246
10,1265
11,1273
12,1289
13,1313
15,1333
16,1353
17,1370
18,1392
20,1413
21,1457
23,1520
24,1555
25,1598
26,1622
28,1666
29,1693
30,1729
32,1770
33,1801
34,1820
35,1851
36,1904
38,1958
39,1990
40,2052
41,2113
42,2159
44,2205
46,2303
47,2343
49,2427
50,2513
52,2596
54,2667
55,2703
57,2758
58,2810
60,2836
61,2876
63,2936
65,3020
67,3075
69,3093
70,3115
71,3140
72,3165
73,3153
74,3167
75,3158
76,3195
77,3152
78,3136
79,3068
80,3065
81,3028
82,3009
83,3022
84,2977
85,2900
86,2880
87,2827
88,2780
89,2757
90,2681
91,2646
92,2613
93,2527
94,2511
95,2480
96,2474
97,2442
98,2392
99,2361
100,2352
101,2355
102,2336
103,2279
104,2234
105,2201
106,2130
107,2125
108,2124
109,2067
110,2066
111,2062
112,1999
113,1968
114,1937
115,1885
116,1869
117,1865
118,1825
119,1714
120,1663
121,1627
122,1617
123,1623
124,1628
125,1605
126,1560
127,1526
128,1486
129,1476
130,1408
131,1374
132,1374
133,1316
134,1290
135,1294
136,1208
137,1213
138,1219
139,1171
140,1127
141,1090
142,1096
143,1098
144,1024
145,1009
146,984
147,957
148,937
149,939
150,943
151,949
152,950
153,929
154,930
155,931
156,932
157,919
158,919
159,921
160,922
161,922
162,922
163,925
164,928
165,931
166,933
167,933
168,937
169,912
170,913
171,915
172,917
173,894
174,895
175,870
176,871
177,871
178,873
179,874
180,874
181,875
182,876
183,876
184,877
185,879
186,884
187,888
188,873
189,853
190,855
191,856
192,856
193,857
194,858
195,841
196,841
197,843
198,844
199,847
200,836
201,838
202,840
203,842
204,843
205,818
206,818
207,820
208,821
209,823
210,823
212,825
214,829
215,829
216,830
217,803
219,804
220,804
221,806
223,806
224,807
225,808
226,810
227,811
228,815
229,818
230,820
231,822
232,823
233,824
234,826
235,829
237,833
239,834
241,834
242,835
243,835
244,835
245,837
247,840
249,847
251,851
252,852
253,855
254,855
255,855
256,857
257,860
258,860
259,860
260,862
261,862
262,863
263,863
264,863
265,863
266,863
267,863
268,865
269,866
270,866
271,867
272,869
273,870
274,870
275,870
276,870
277,873
278,873
279,876
280,877
281,842
282,842
283,843
284,844
285,845
286,846
287,846
288,847
289,847
290,847
291,848
292,850
293,850
294,852
295,852
296,854
297,854
298,854
299,854
300,854
301,855
302,855
303,855
304,855
305,856
306,856
307,856
308,857
309,857
310,860
311,864
312,866
313,867
314,867
315,868
316,869
317,869
318,870
319,870
320,871
321,871
322,871
323,874
324,876
325,878
326,879
327,879
328,880
