Time,Sus Amount
0,0
1,45
2,51
3,62
4,65
5,69
6,72
7,75
8,79
9,90
10,98
11,105
12,112
13,115
14,124
15,131
16,137
17,137
18,143
19,147
20,150
22,153
23,157
24,168
25,172
26,174
27,183
28,187
29,189
30,191
31,196
33,202
34,206
35,210
36,213
37,214
38,215
39,221
40,223
41,224
42,225
43,218
44,227
45,230
47,234
48,235
49,241
50,247
51,249
52,262
53,273
54,276
55,278
56,284
57,284
58,289
59,290
60,291
61,293
62,295
63,298
64,304
66,307
67,308
68,310
69,317
70,319
71,325
72,331
73,337
74,338
75,347
76,354
77,365
78,372
79,377
80,385
81,388
82,392
84,399
85,401
86,410
87,415
88,423
89,429
90,431
91,435
92,435
93,437
94,431
95,436
96,441
97,449
98,456
99,447
100,457
101,464
102,469
103,471
104,474
105,474
106,477
108,483
109,485
110,493
111,496
112,497
113,499
114,503
115,506
116,512
117,513
118,513
119,515
120,520
121,518
122,519
123,520
124,525
125,529
126,531
127,535
128,540
129,550
130,556
131,563
132,574
133,575
134,579
135,587
136,590
138,592
139,598
140,603
141,611
142,615
143,618
144,620
145,620
146,606
147,609
148,613
149,601
150,613
151,632
152,641
153,649
154,653
155,651
156,658
157,672
159,680
160,690
161,694
162,698
163,699
164,702
165,707
166,711
167,715
168,719
169,720
170,726
171,734
172,719
174,724
175,699
176,703
177,706
178,711
179,715
180,717
181,725
182,706
183,694
184,695
185,683
186,685
187,636
188,621
190,621
191,602
193,606
194,582
196,584
197,585
198,586
200,587
201,587
202,588
203,588
204,589
205,590
206,590
207,590
208,590
209,588
210,588
211,588
212,589
214,589
215,590
216,592
217,595
218,595
219,596
220,589
221,589
222,590
224,590
225,591
226,594
227,594
228,594
229,600
230,601
231,604
232,608
233,610
234,610
235,610
237,610
238,610
239,613
240,613
241,614
242,617
243,619
245,598
246,600
247,601
248,601
249,601
250,602
251,603
252,604
253,605
254,605
255,605
256,607
257,608
259,580
260,580
261,580
262,580
263,580
264,580
265,563
266,541
267,523
268,525
270,525
271,526
272,527
273,527
274,527
276,527
277,475
278,475
279,475
281,475
282,475
284,476
285,456
286,456
288,456
289,456
291,438
293,438
294,438
295,439
296,440
298,440
299,440
300,411
301,411
302,379
303,379
305,379
306,379
307,379
309,380
310,380
311,381
312,381
313,381
314,382
315,382
316,382
317,382
318,384
319,384
321,384
322,384
323,385
324,385
325,385
326,370
327,370
328,370
329,370
