Time,Sus Amount
0,0
1,68
2,88
3,96
4,109
5,112
6,117
7,120
8,125
9,131
10,134
11,137
12,137
13,144
14,146
15,157
16,158
17,162
18,166
19,173
20,176
21,183
22,187
24,193
25,200
26,205
27,213
28,217
29,227
30,229
31,233
32,236
33,242
34,249
35,251
36,262
37,272
38,275
39,278
40,281
41,282
42,289
43,296
44,304
45,312
47,323
48,335
49,323
50,322
51,331
52,338
53,344
54,348
55,352
56,355
57,365
59,375
60,376
61,386
62,391
63,397
64,403
65,410
66,412
67,416
68,425
69,434
70,437
71,444
73,451
74,452
75,455
76,459
77,466
78,472
79,475
80,481
81,487
82,489
83,493
84,485
85,498
86,502
87,514
88,531
89,537
90,551
91,573
92,579
93,582
94,594
95,598
96,602
98,607
99,616
100,621
101,630
102,640
103,633
104,619
105,635
106,640
107,641
108,645
109,650
110,654
111,666
112,653
113,663
114,670
115,674
116,657
117,662
118,654
120,660
121,668
122,668
123,672
124,677
125,679
126,682
127,684
128,685
129,673
130,678
131,678
132,681
133,685
134,690
135,690
136,672
137,677
138,683
139,690
141,692
142,686
143,687
144,687
145,689
146,689
147,690
148,693
149,697
150,682
151,684
153,685
154,686
155,693
156,697
157,698
158,699
159,701
160,702
161,702
162,711
163,715
164,718
166,698
167,684
168,686
169,688
170,689
171,690
172,691
173,672
174,672
176,673
177,673
178,673
179,673
180,673
182,675
183,675
184,677
185,680
187,680
188,661
189,662
191,663
192,666
193,668
194,674
195,678
196,680
197,683
198,684
199,685
200,686
201,686
202,688
203,689
204,690
205,690
207,661
208,637
209,638
210,642
211,644
212,647
213,650
214,633
215,634
216,634
217,635
218,635
219,639
220,641
221,641
222,644
223,623
224,623
225,604
226,605
228,607
229,608
230,609
231,610
232,611
234,611
235,612
236,586
238,567
239,569
240,569
241,571
242,571
244,572
245,572
246,573
247,574
248,574
250,575
251,577
252,580
253,583
254,571
255,542
256,542
257,542
258,542
259,543
260,544
261,545
262,545
263,545
264,547
265,547
266,550
268,531
269,532
270,532
271,533
272,534
273,507
274,507
275,508
276,508
277,508
278,509
279,512
280,498
281,500
282,502
283,502
284,502
285,502
287,469
288,435
289,435
290,436
291,436
292,436
293,436
294,436
295,436
296,436
297,436
298,439
299,440
300,440
301,443
302,448
303,453
304,456
305,457
306,457
307,459
308,437
309,437
310,437
311,438
312,438
313,438
314,438
315,438
316,438
317,438
318,438
319,439
320,439
321,441
