Time,Sus Amount
0,0
0,40
2,55
3,95
4,106
5,113
6,126
7,131
8,138
9,151
10,155
11,156
12,158
13,164
14,165
15,166
16,168
17,169
18,175
19,177
20,181
21,184
22,185
23,186
24,188
26,193
27,195
28,196
29,203
30,208
31,217
32,219
33,223
34,228
35,235
36,243
37,246
38,248
39,255
41,255
42,260
43,273
44,269
45,278
46,272
47,268
48,271
49,276
50,281
51,291
52,293
53,297
55,298
56,303
57,305
58,297
59,302
60,302
61,302
62,306
63,307
64,311
65,318
66,319
67,325
68,334
69,339
70,342
71,353
73,358
74,364
75,369
76,370
77,379
78,394
79,396
80,407
81,412
82,419
83,426
84,436
85,439
86,446
87,455
88,459
89,464
90,475
91,482
92,491
93,498
95,505
96,510
97,514
98,519
99,521
100,526
101,531
102,539
103,527
104,538
105,547
106,550
107,557
108,562
109,567
110,571
111,584
112,591
113,596
114,599
115,600
116,609
117,614
118,621
119,607
120,612
121,620
123,625
124,627
125,632
126,633
127,635
128,638
129,641
130,652
131,642
132,646
133,654
134,639
135,647
136,654
137,663
138,642
139,647
140,630
142,634
143,642
144,642
145,645
146,657
147,659
148,662
149,664
150,670
151,670
152,672
153,680
155,691
156,698
157,716
158,724
159,736
160,740
161,749
162,734
163,738
164,743
165,726
166,728
167,731
168,731
169,734
170,736
171,739
172,744
173,753
174,765
176,772
177,773
178,775
179,775
180,777
181,779
182,782
183,785
184,764
185,765
186,767
187,770
188,751
189,753
190,755
191,738
192,740
193,742
194,743
196,744
197,724
198,726
199,731
200,731
201,732
202,732
204,733
205,737
206,738
207,708
209,680
210,680
212,683
213,688
214,664
215,665
216,669
217,675
218,677
219,680
221,684
222,650
223,653
224,655
225,655
226,657
227,659
229,662
230,664
231,665
232,666
233,669
234,671
235,676
236,679
237,679
238,679
239,681
240,648
242,618
243,619
244,619
246,620
247,621
248,622
249,625
250,627
251,628
252,629
254,629
255,630
256,630
257,630
258,630
259,631
260,632
261,634
263,634
264,637
265,637
266,638
267,639
268,642
269,643
270,644
271,645
272,645
273,648
274,648
275,651
276,652
277,657
278,657
279,657
280,657
281,658
282,634
283,634
284,636
286,636
287,636
288,637
289,637
290,638
291,640
292,642
293,643
294,619
295,619
296,620
297,624
298,624
299,626
300,626
301,627
302,629
303,630
304,632
305,632
306,633
307,635
308,614
309,581
310,543
312,514
313,514
314,514
315,514
316,481
317,481
318,481
320,481
321,482
322,482
