Time,Sus Amount
0,0
0,40
2,40
3,68
4,89
5,94
6,99
7,111
8,115
9,121
10,125
11,130
12,135
13,138
15,145
16,158
17,163
18,163
19,167
20,169
21,183
22,185
23,190
24,193
25,203
26,214
27,220
28,224
29,224
30,230
31,241
32,247
34,250
35,264
36,271
37,277
38,288
39,302
40,313
41,315
42,326
43,330
44,334
45,339
46,349
47,356
48,366
49,373
50,380
51,386
52,398
53,404
54,417
56,426
57,433
58,436
59,432
60,442
61,445
62,443
63,432
64,437
65,440
66,443
67,449
68,455
70,436
71,432
72,433
73,426
74,430
75,431
76,432
77,435
79,436
80,442
81,431
82,438
83,449
84,452
85,456
86,459
87,459
88,463
89,468
90,472
91,473
93,476
94,479
95,482
96,490
97,495
98,501
99,514
100,525
101,528
102,531
103,537
104,542
105,545
106,553
107,558
108,560
109,567
111,569
112,572
113,582
114,591
115,595
116,600
117,605
118,610
119,590
120,593
121,594
122,595
123,598
124,603
125,611
126,615
128,623
129,625
130,609
131,614
132,615
133,619
134,621
135,622
136,627
137,632
138,638
139,642
141,644
142,650
143,652
144,658
145,662
146,665
147,668
148,669
149,672
150,648
151,651
152,651
153,656
155,661
156,662
157,664
158,665
159,668
160,670
162,678
163,684
164,687
165,689
166,694
167,695
168,700
169,705
170,707
171,709
172,715
173,717
174,724
175,725
176,727
177,733
179,736
180,736
181,736
182,738
183,739
184,740
185,744
186,747
187,750
188,727
189,732
190,734
191,734
192,734
193,737
194,740
196,718
197,721
198,724
199,727
200,732
201,733
202,736
203,738
204,741
205,742
206,743
207,725
208,727
209,729
210,731
212,732
213,733
214,733
215,733
216,733
217,734
218,734
219,735
220,711
221,716
222,717
223,719
224,720
225,723
226,724
227,727
228,729
229,731
231,735
232,735
233,735
234,736
235,739
236,741
238,744
239,745
240,749
241,756
242,761
243,763
244,770
246,773
247,775
248,777
249,780
250,780
252,781
253,782
254,783
255,788
256,791
257,770
258,770
259,771
260,772
261,772
263,772
264,772
266,773
267,773
268,777
269,747
271,749
272,753
273,755
274,757
275,757
276,757
278,757
279,758
280,761
281,762
282,762
283,738
284,740
286,742
287,743
288,743
289,717
291,720
292,703
293,705
294,705
295,707
296,707
298,709
299,709
300,711
301,711
302,712
303,715
304,717
305,717
306,719
308,720
309,722
310,723
311,726
312,667
313,667
314,641
315,642
316,643
317,643
318,644
319,607
320,608
321,609
322,582
323,553
324,556
325,556
326,556
