Time,Sus Amount
0,0
1,22
2,26
3,39
4,45
5,58
6,64
7,67
8,76
9,78
10,88
11,91
12,107
13,115
14,121
15,124
16,129
17,130
18,132
19,133
20,133
22,139
23,145
24,146
25,150
26,152
27,157
28,161
29,162
30,163
31,164
32,166
33,174
34,177
35,179
37,180
38,183
39,183
40,186
41,189
42,190
43,193
44,197
45,201
46,205
47,210
48,215
49,218
50,224
51,225
52,233
53,233
54,236
55,239
56,246
57,248
58,250
59,256
60,262
62,272
63,277
64,282
65,286
66,295
67,305
68,313
69,323
70,329
71,340
72,347
73,352
74,359
75,349
76,349
77,354
78,364
79,363
80,363
81,374
82,379
84,389
85,393
86,403
87,391
88,391
89,395
90,396
91,404
92,401
93,402
94,403
95,389
96,393
97,384
98,387
99,387
100,388
101,380
102,386
103,390
105,381
106,383
107,384
108,385
109,386
110,387
111,387
112,388
113,391
114,392
115,396
116,398
118,399
119,403
120,407
121,410
122,417
123,421
124,426
125,434
126,437
127,441
128,443
129,447
130,453
131,441
132,443
133,430
134,430
135,421
136,422
138,423
139,427
140,428
141,429
142,430
143,431
144,416
145,418
147,419
148,423
149,425
150,425
151,429
152,416
153,417
154,418
155,420
156,421
157,422
158,424
159,425
160,425
161,425
162,426
163,427
164,428
165,428
166,428
167,431
168,431
170,411
171,413
172,415
173,416
174,408
175,408
176,408
177,408
178,409
179,409
180,392
181,394
182,395
183,396
184,396
185,394
186,369
187,370
188,370
189,374
191,376
192,376
193,381
194,384
195,384
196,386
197,370
198,370
199,371
200,373
201,373
202,373
203,379
204,381
205,383
206,384
207,384
208,384
209,386
210,387
211,387
212,389
214,390
215,390
216,392
217,394
218,395
219,395
220,399
221,400
222,403
223,404
224,405
225,409
226,410
227,385
228,387
229,390
230,391
232,387
233,391
234,391
235,391
237,391
239,392
241,392
242,393
243,379
245,380
247,381
248,381
249,381
251,383
252,384
253,385
254,385
255,385
256,386
258,388
259,390
260,391
262,391
263,392
264,397
265,399
266,399
267,400
268,400
269,400
270,403
271,384
272,386
273,389
274,391
275,377
276,378
278,378
279,378
280,379
281,380
282,380
283,382
284,362
286,362
287,362
289,362
290,362
292,363
293,364
294,366
295,366
296,367
297,367
298,368
299,368
300,370
301,370
302,372
303,372
304,373
305,375
306,375
307,375
308,377
309,379
310,379
311,381
312,384
313,385
314,386
315,386
316,387
318,394
319,395
320,398
321,398
322,398
323,398
324,400
325,401
